address,score
0xff9730b6534087d07692c1262f916521966244e6,0.02133921980129868
0xf4911d8c946abf7ba497f6308eab891f4f223c67,0.007694966725762071
0x288d0a09f7cd59ee93eb4a540d30fd91c179ec73,0.0061707631441544125
0x1abb4f7d77c6cad78291bd5736d3ddf8d8992c13,0.004996145263318695
0x5f42f7b655b5e24c2b677e60598594ee0598a2ef,0.004778134079730595
0x81e6947bd884fcb6d03e8acd93775354c8669ef3,0.004771582884107498
0x1113237f7d7e3e10834afafa448e28e1332fdacd,0.004719604489352884
0xca4c02922c98b58f9b341d41540bf98850d3df78,0.004524689513072367
0x7241dddec3a6af367882eaf9651b87e1c7549dff,0.004031109437153012
0x03ba34f6ea1496fa316873cf8350a3f7ead317ef,0.00395828097497082
0x3056f08ac40ec5f28b1f7ef33d1020d2aed74fdf,0.003768351505252351
0xbad8ca0d3ef9e2b9d2a3149b707a879ebea2a0bd,0.0036880752982397106
0x058110818e847ce5571ad7893bfccf25d4e70059,0.0033969102910378006
0xd1898665a01a91ac10bd2c6cb1899336df34ac33,0.0029912627496807014
0xa081e1da16133bb4ebc7aab1a9b0588a48d15138,0.002699438145413372
0x8cbf96319b3c56d50a7c82efb6d3c46bd6f889ba,0.0026894462747442086
0x3facd5297ce90685e5c97b089117482effc67cc6,0.0025215696552679428
0x6867d5318281f1676a90e8d2c21261a3372339a6,0.002377049547837359
0x285c54d5fe93a2af4dcc788f878e042a02839946,0.0023454331182615577
0xda86780f3902ebe7a92204d939cf1e03009ecf18,0.0023058029443032736
0x7cb75ea73e219fdba24b45966fd9ec0780fb7229,0.0022850610542399325
0x9e57dfeeded3f566a1ce6deae3f547a379aede80,0.002276619862386286
0x94734e11b78680a35b0a86ba3ce634d334d6d2a7,0.0021853609985611777
0x82b16fbdb9e1aa666b007a9df40d2dcefbaea791,0.0021658970960955906
0x01a719a37c75f63968c0e597318914fb3210608f,0.0021279383885388524
0x2dcc5b6135795fb408b59a53218490443a4c6101,0.0020873323034311967
0x7ea1bb15c6d91827a37697c75b2eeee930c0c188,0.0020707546054193155
0x38488dca8dccfeebfd3cc298436134e3b3af6b8b,0.0020674660108752738
0x1f7c95bf6f50c4828770ee31c15f45c08b6501b8,0.0020302488401554965
0x3d5e9077ef8f9c6b0e10d6c62c1a022a49675cc3,0.002013944276644708
0xc8970a269384463c0033d7e71135e41581146006,0.0019888755438140686
0x7ec53b8ab315eb9d8b2ca7a3544e443552decf4b,0.0019814833413684422
0xe588a2b38f24c72e30535885d645ceba44480d1b,0.001950830397882126
0x680f6482ff8b8c945b3889d094bae7959c0861aa,0.0019273571992726027
0x7aa96bfca841b8fc3879c17555330cbdbbcad3e8,0.0019140395840899014
0x45d1fb2bbc085a24e81ed9e8e02cef35ce21ec46,0.0019022399997933
0x97306540aa68deaa0cb327efcd5270fd65c65592,0.0019014725220969028
0xcf3051562d449242b29df0a4d4e3de475c3aec65,0.001801467571846992
0xd9bfbc709da3e481e469af815265fbd1bc4ae31f,0.001737111189995972
0x2f71129b240080c638ac8d993bff52169e3551c3,0.0017218170925265728
0x1188c07568378f87c66f59ab4b6b5faaa63773b6,0.0017057843694026965
0x6ea4e2d5667e7d8cf5052383bfd09db548d2ec3e,0.0016430539561755988
0xc192df1f2de80dd0a0559b352d08338e0244e3a8,0.0016271568144820474
0xb22796cccbff0e61b49c3fa529948f85fdf575c0,0.0016076807080275873
0x08ede5c20c6cb3b5f84f918322126ab207ac6cd0,0.0015597361227482826
0x714b831eb02fe854283219b2b9f1c6951f46dcb9,0.001527089016463487
0xfea429e517e70e1ec38238001289a6880a2ab7b2,0.0015261255194520165
0x140d3f60ac840571a3e08e218b823094d4715564,0.0014943121941938015
0x6865b74ce9c215936e4608c96d891e063fb3717d,0.0014939964325761358
0x7cfd91e5f136a3673b36f956c1dae93c7d7e2751,0.001469622301483042
0xacfa80835a3080967c7a580620f4b269cc91edfb,0.0014014469222219045
0x2867e85ed5e2da68f33191e08b7be7a2335a3ded,0.0013987040636516707
0x82ddd6f8c74319f019b4f9cf5ce1d8037e87050d,0.001368107938247741
0x3f764aaf5a5590878d7fb0aa961b3bc33a13c542,0.0013507369810244426
0x317a56a8020db9ea0d1126ef8bfaf55697cd69a0,0.001336880671211533
0x7bbca1bfc2edd0259c368c7174d1ddcada3f0cb7,0.001331867034719979
0xea95bb6dede570fd6043b17a8f4db18064294af9,0.0013234907955927604
0x4086c5f64eaac850f4b9bab7f72e7cab9d5e825a,0.0013090440989547533
0xff824ab2fcb6986e399b5af922c4a20778a047a1,0.0012545198227833728
0x5af1eaa21031264e1750fef7a590c792291c1554,0.001250875949928148
0x99216d07099604c76f57edfe2b34f7b292f4331b,0.0012429635230003574
0x4707a0b55671b90ecfa8378ed41ff739d893dc6b,0.0012419059328319644
0x8b4f8f688e69bb8515ada430d07f5667956c43f3,0.0012234807206940377
0x0f873f3ee740ed8cfba4b4ea75de6821d0b2decd,0.0012023407967533253
0xc59addc6ef782e002332bc8e4442bcc6b4879b01,0.0012013940423256432
0x5eacd1bf7a2d7c22160a05ece74a5ff1cf08f8ee,0.0011813610430732448
0xd892a5aa9ded7d9dce8355e86dc2b8d9dd788b73,0.0011677196789170042
0xd469ce76ca266dc2b84b2782a1879e6e0743492d,0.0011575627046202588
0xa6f3d47dba703104d5d2e67e8c8b4b88df373526,0.0011564996401989707
0x0b98139e564ccee6629e39b1c670f517fedfc8e1,0.0011177693792635507
0x62705362bf8407fbbad2303a4dd44a721fb5e559,0.0010883166314372599
0x6206221b6f714254f302646b78aae9587429ca93,0.001076108878956172
0x224e69025a2f705c8f31efb6694398f8fd09ac5c,0.0010398420828336037
0x6ce9ac48be646295027fe609829248de96886003,0.001021113283821736
0x68c0dd2b5a5df00bca4f7df8ca9b1425fe817728,0.000982630929746828
0x7dfe96c2b94c97db2dd7a6d0765ef54034343641,0.0009719064544201577
0x1d1374a1f087cd35ef5b3b95d1689a55e78e7ae6,0.0009698527597753568
